"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",155.46364277571,0.166273993536362,0.189116325566881,0.879215440750299,0.37928447393122,0.482714908125721
"AT1G01020",48.1766206570764,-0.0830683861533517,0.141998594208165,-0.58499442629394,0.558551464522628,0.653763791707598
"AT1G01030",53.5926175317063,-1.0978475489599,0.28750830145516,-3.81848991282474,0.000134271073644524,0.000577674018989281
"AT1G01040",357.177136493523,0.136428674340529,0.0945266463327071,1.44328271057389,0.148940848163722,0.225770063958583
"AT1G01050",182.317609619522,-0.0445632358099719,0.0893317887589523,-0.498850817039148,0.617884484740091,0.707058248976706
"AT1G01060",986.694377558759,-0.214748934687059,0.091485675069085,-2.34735038600188,0.0189074649263436,0.0397403521979857
"AT1G01070",6.66347756874573,0.403262716892953,0.503692725221885,0.800612549477083,0.423355983314182,0.526625337713014
"AT1G01080",121.770585166885,-0.756644012878247,0.174023320081995,-4.3479460828683,1.37418373989491e-05,8.24037203062625e-05
"AT1G01090",522.871910493863,-0.761696359181714,0.108361107093141,-7.02924120669054,2.07659724661467e-12,1.37023954681922e-10
"AT1G01100",384.805006491832,-0.00689244018472955,0.0878280123988626,-0.0784765588617466,0.937448976025061,0.955662521205323
"AT1G01110",6.32552182851878,-0.267994459051496,0.362017982826921,-0.740279410870103,0.459130471330513,0.559930888447042
"AT1G01120",1083.55182177615,-0.543319572794072,0.133838565498207,-4.05951431690554,4.9174892904658e-05,0.000243428995282507
"AT1G01130",3.4464094893736,-0.213041087985533,0.513588329790999,-0.414809051584619,0.678281692813592,0.75736600787211
"AT1G01140",1038.45296972079,-0.339895317938291,0.112645071965322,-3.0174006905773,0.00254952563588224,0.00723866255375905
"AT1G01160",78.9891961295794,0.183138911201647,0.089677978918916,2.04218374911454,0.0411333078595695,0.0765291277276194
"AT1G01170",102.74750328593,-0.228011545227382,0.197072051995426,-1.15699584450805,0.247274058121239,0.341459698174553
"AT1G01180",46.1145229320732,0.504333784140683,0.162205443768799,3.10922847237816,0.00187576607390201,0.00555995320867331
"AT1G01190",7.81003266214063,-0.604631010165822,0.453256001373768,-1.33397243132634,0.182212891740581,0.266712761458778
"AT1G01210",31.8692294660394,-0.17973821777271,0.158585664991594,-1.1333825020202,0.257053659002744,0.352418951581916
"AT1G01220",92.3893762869451,-0.287463418143657,0.126590157208444,-2.27081966309844,0.023157897115402,0.0471880416130895
"AT1G01225",6.79502724665073,-0.11510499499117,0.341089606785627,-0.337462627712115,0.735768180275653,0.804133364728143
"AT1G01230",120.53750215999,0.252555326935266,0.0865672228469731,2.91744748912315,0.00352909065287255,0.00953275843898897
"AT1G01240",119.905972872509,-0.071683457573668,0.15516530256117,-0.461981231566952,0.644094779708657,0.729764621952833
"AT1G01250",8.28117567089688,-1.51310907056487,0.336269476959437,-4.49969198586345,6.80519951278363e-06,4.53506409765459e-05
"AT1G01260",168.560778406145,0.0700643319994142,0.142972001864807,0.490056312323767,0.62409405139104,0.712806082824018
"AT1G01290",41.1042050950806,0.203554991235101,0.129367881199557,1.57345849176509,0.115612692340815,0.182078754233523
"AT1G01300",145.110827275171,-0.0972298169312473,0.1277129566961,-0.761315213793157,0.446468815658988,0.548482846881493
"AT1G01320",986.679512587554,-0.864622151100302,0.179130362779339,-4.82677608466289,1.38760984729059e-06,1.19842159344582e-05
"AT1G01340",230.172506422317,0.720750880075782,0.210136517916567,3.42991730909879,0.000603765217859014,0.00210267694824151
"AT1G01350",100.443593376884,0.320544236742055,0.0972811237974348,3.29503015826085,0.000984111176919092,0.00318410414226051
"AT1G01360",81.995218416531,-0.433294409270304,0.161931547075352,-2.6757874984587,0.0074553899225495,0.0180205275820085
"AT1G01370",4.44494250326486,1.17116259819024,0.363560666704983,3.22136772606538,0.00127580338545235,0.00398931878919045
