"gene","module"
"AT4G01800","blue"
"AT5G59490","turquoise"
"AT1G23870","blue"
"AT3G55710","blue"
"AT1G67120","yellow"
"AT3G06510","brown"
"AT1G17970","brown"
"AT1G70690","red"
"AT1G78610","green"
"AT5G57780","blue"
"AT1G68330","turquoise"
"AT5G51550","blue"
"AT1G12800","blue"
"AT4G37150","green"
"AT1G21010","turquoise"
"AT1G77490","blue"
"AT1G27630","green"
"AT1G31650","brown"
"AT4G18280","turquoise"
"AT4G10770","brown"
"AT1G11350","blue"
"AT3G55646","turquoise"
"AT5G28020","blue"
"AT5G16390","blue"
"AT3G61080","blue"
"AT5G09840","green"
"AT5G39610","yellow"
"AT2G26240","turquoise"
"AT2G37040","turquoise"
"AT5G03720","black"
"AT3G28930","turquoise"
"AT5G66520","blue"
"AT5G13510","blue"
"AT2G39480","turquoise"
"AT4G39270","yellow"
"AT4G21620","green"
"AT1G67880","turquoise"
"AT3G58120","blue"
"AT1G12200","yellow"
"AT1G01790","blue"
"AT2G01170","green"
"AT3G48020","red"
"AT1G07600","green"
"AT2G24820","brown"
"AT2G41160","turquoise"
"AT2G34170","blue"
"AT2G46720","turquoise"
"AT1G11440","blue"
"AT3G63490","blue"
"AT5G57930","blue"
"AT5G53710","brown"
"AT5G65600","red"
"AT4G24670","brown"
"AT5G04930","red"
"AT3G06130","blue"
"AT5G57550","turquoise"
"AT1G62510","blue"
"AT2G45190","blue"
"AT5G23540","yellow"
"AT5G05410","turquoise"
"AT1G51440","brown"
"AT2G37690","green"
"AT4G24805","turquoise"
"AT3G06980","blue"
"AT2G42280","pink"
"AT2G30520","blue"
"AT5G38210","turquoise"
"AT5G13650","blue"
"AT2G28350","pink"
"AT1G21370","red"
"AT3G13700","magenta"
"AT2G27385","blue"
"AT3G19820","blue"
"AT5G05690","blue"
"AT3G60190","red"
"AT3G26070","blue"
"AT1G29050","blue"
"AT2G35260","brown"
"AT1G42550","blue"
"AT1G52510","blue"
"AT4G18030","black"
"AT2G25290","turquoise"
"AT1G25560","turquoise"
"AT3G02910","grey"
"AT3G05910","brown"
"AT5G61010","turquoise"
"AT5G63680","yellow"
"AT1G01030","blue"
"AT1G06640","black"
"AT4G18930","green"
"AT1G11260","turquoise"
"AT1G11850","blue"
"AT5G33290","yellow"
"AT4G02540","turquoise"
"AT5G59510","turquoise"
"AT3G28860","blue"
"AT3G26020","turquoise"
"AT5G58090","black"
"AT2G40230","blue"
"AT4G04340","blue"
"AT1G07200","brown"
"AT5G62790","blue"
"AT1G69040","brown"
"AT4G33430","turquoise"
"AT2G03430","green"
"AT2G22170","brown"
"AT3G05970","yellow"
"AT1G04770","green"
"AT1G72510","grey"
"AT2G40435","brown"
"AT3G26300","blue"
"AT1G32460","turquoise"
"AT3G12780","blue"
"AT2G15042","red"
"AT4G21740","turquoise"
"AT4G18890","turquoise"
"AT3G59010","brown"
"AT2G40270","turquoise"
"AT5G12950","brown"
"AT5G10170","magenta"
"AT4G18570","brown"
"AT3G23750","turquoise"
"AT5G39160","turquoise"
"AT5G53060","black"
"AT1G53840","black"
"AT3G51910","turquoise"
"AT4G04940","green"
"AT3G60390","brown"
"AT5G48460","blue"
"AT4G06746","green"
"AT4G21790","black"
"AT1G78680","brown"
"AT5G38120","blue"
"AT1G18900","turquoise"
"AT2G01890","blue"
"AT3G29400","turquoise"
"AT3G56130","blue"
"AT4G32300","turquoise"
"AT5G01530","blue"
"AT5G40720","red"
"AT5G42825","blue"
"AT3G15950","grey"
"AT1G50900","blue"
"AT1G80180","blue"
"AT4G25830","magenta"
"AT3G05660","green"
"AT3G05800","blue"
"AT3G19800","blue"
"AT5G22290","green"
"AT4G25910","brown"
"AT3G54210","blue"
"AT2G27060","brown"
"AT2G34300","black"
"AT5G67390","brown"
"AT2G46680","green"
"AT2G21850","red"
"AT4G31290","blue"
"ATCG00430","turquoise"
"AT5G24760","yellow"
"AT1G10410","yellow"
"AT1G56500","blue"
"AT1G16670","turquoise"
"AT1G59840","blue"
"AT2G40330","grey"
"AT1G16470","yellow"
"AT2G04400","red"
"AT4G00238","pink"
"AT5G48545","blue"
"AT3G50920","yellow"
"AT4G32940","green"
"AT1G02170","turquoise"
"AT1G05100","turquoise"
"AT5G64740","black"
"AT1G18810","brown"
"AT2G31020","red"
"AT5G06860","yellow"
"AT4G09420","green"
"AT2G39360","turquoise"
"AT1G53490","yellow"
"AT4G27310","black"
"AT4G23230","red"
"AT5G11520","yellow"
"AT3G52180","green"
"AT1G48300","blue"
"AT2G43850","turquoise"
"AT2G47930","blue"
"AT3G53830","turquoise"
"AT3G10800","turquoise"
"AT4G13180","yellow"
"AT1G16500","pink"
"AT1G49950","turquoise"
"AT4G31820","brown"
"AT5G11670","turquoise"
"AT1G76690","green"
"AT4G23060","grey"
"AT1G13250","brown"
"AT1G69780","pink"
"AT4G16350","yellow"
"AT4G15690","blue"
"AT1G09250","black"
"AT5G04810","blue"
"AT5G04550","turquoise"
"AT3G26690","yellow"
"AT5G36170","blue"
"AT1G73200","turquoise"
"AT5G07790","pink"
"AT3G59140","green"
"AT1G12820","brown"
"AT3G51460","turquoise"
"AT2G30010","magenta"
"AT5G03630","yellow"
"AT2G04040","red"
"AT2G47190","yellow"
"AT5G15230","blue"
"AT5G40450","blue"
"AT1G22330","blue"
"AT1G26130","yellow"
"AT1G10050","turquoise"
"AT4G21445","brown"
"AT3G07960","turquoise"
"AT3G06145","brown"
"AT5G24230","turquoise"
"AT2G31945","turquoise"
"AT4G38160","blue"
"AT1G08300","turquoise"
"AT2G30570","blue"
"AT5G60710","green"
"AT1G58270","blue"
"AT3G05060","green"
"AT3G27280","green"
"AT4G02660","turquoise"
"AT1G02670","turquoise"
"AT3G59660","red"
"AT5G52750","turquoise"
"AT5G17670","blue"
"AT4G03190","blue"
"AT3G59670","green"
"AT5G63880","yellow"
"AT5G57345","blue"
"AT1G19310","turquoise"
"AT5G24165","blue"
"AT1G01320","brown"
"AT5G18750","yellow"
"AT4G36380","pink"
"AT1G70210","blue"
"AT5G57960","blue"
"AT4G20070","blue"
"AT5G25130","brown"
"AT1G05200","brown"
"AT5G11140","turquoise"
"AT1G53310","green"
"AT2G22910","turquoise"
"AT1G35420","brown"
"AT3G25590","brown"
"AT5G13420","yellow"
"AT3G11630","blue"
"AT2G33830","grey"
"AT5G54250","brown"
"AT5G12900","blue"
"AT3G56880","turquoise"
"AT5G35750","blue"
"AT3G01690","blue"
"AT1G31330","blue"
"AT3G14090","turquoise"
"AT5G05990","green"
"AT1G26230","blue"
"AT4G16155","blue"
"AT2G18000","yellow"
"AT1G78170","brown"
"AT1G04040","blue"
"AT3G11170","black"
"AT5G22340","blue"
"AT1G29170","brown"
"AT1G80460","yellow"
"AT4G26750","turquoise"
"AT4G14230","green"
"AT4G25020","black"
"AT1G49660","brown"
"AT3G18440","yellow"
"AT1G78580","magenta"
"AT1G24095","yellow"
"AT2G29630","blue"
"AT3G18830","green"
"AT4G32790","turquoise"
"AT3G04620","yellow"
"AT1G52720","magenta"
"AT2G02220","turquoise"
"AT4G19700","yellow"
"AT5G18030","blue"
"AT2G39570","magenta"
"AT3G23990","turquoise"
"AT3G52930","yellow"
"AT1G02360","red"
"AT5G55530","pink"
"AT5G02100","yellow"
"AT2G27200","yellow"
"AT1G75370","green"
"AT5G43870","brown"
"AT1G16080","blue"
"AT3G12270","green"
"AT1G08550","brown"
"AT5G58730","turquoise"
"AT2G02950","pink"
"AT4G30020","blue"
"AT5G37550","turquoise"
"AT2G29750","yellow"
"AT4G36900","blue"
"AT5G46240","green"
"AT5G52120","blue"
"AT2G46780","black"
"AT3G13050","turquoise"
"AT1G11310","yellow"
"AT3G07520","red"
"AT5G18780","red"
"AT1G29720","magenta"
"AT3G24460","brown"
"AT4G30993","blue"
"AT5G02830","blue"
"AT5G16080","red"
"AT3G55050","turquoise"
"AT1G17500","red"
"AT1G01170","blue"
"AT3G20410","turquoise"
"AT4G15640","green"
"AT4G24800","brown"
"AT5G30510","blue"
"AT1G21460","brown"
"AT5G65700","brown"
"AT5G27920","turquoise"
"AT5G53290","green"
"AT5G51545","blue"
"AT3G18035","pink"
"AT5G62130","brown"
"AT1G22250","pink"
"AT3G01480","blue"
"AT2G27260","turquoise"
"AT4G24790","brown"
"AT5G47420","yellow"
"AT1G15800","turquoise"
"AT4G18050","yellow"
"AT1G18030","turquoise"
"AT1G68290","green"
"AT1G52770","pink"
"AT1G12860","blue"
"AT3G57480","turquoise"
"AT5G52450","green"
"AT2G38140","blue"
"AT1G45207","black"
"AT2G36850","turquoise"
"AT2G26500","blue"
"AT5G02950","black"
"AT4G01070","green"
"AT5G45100","red"
"AT3G02830","blue"
"AT4G25000","yellow"
"AT2G48020","blue"
"AT5G48360","blue"
"AT3G04060","yellow"
"AT1G72610","blue"
"AT5G16540","blue"
"AT4G36280","turquoise"
"AT5G57000","turquoise"
"AT1G55673","blue"
"AT4G14690","turquoise"
"AT4G18905","green"
"AT1G22850","blue"
"AT4G31850","blue"
"AT1G30270","red"
"AT3G61060","black"
"AT2G30600","black"
"AT2G15620","brown"
"AT1G53520","blue"
"AT2G24060","blue"
"AT5G64240","magenta"
"AT3G17840","brown"
"AT5G19690","yellow"
"AT2G29490","grey"
"AT5G51070","turquoise"
"AT2G47750","blue"
"AT5G43630","brown"
"AT1G50450","blue"
"AT3G16330","yellow"
"AT1G69370","blue"
"AT1G71360","turquoise"
"AT1G74370","blue"
"AT5G67070","blue"
"AT1G16900","yellow"
"AT4G33625","brown"
"AT4G28490","red"
"AT2G31810","turquoise"
"AT5G41120","blue"
"AT3G19130","turquoise"
"AT5G01210","yellow"
"AT5G41670","green"
"AT3G48000","green"
"AT1G75350","blue"
"AT4G02130","grey"
"AT1G17940","green"
"AT1G76080","brown"
"AT4G37080","blue"
"AT5G41180","turquoise"
"AT1G66260","turquoise"
"AT1G20350","turquoise"
"AT4G21560","turquoise"
"AT2G24550","turquoise"
"AT1G76570","blue"
"AT5G60850","brown"
"AT1G67900","blue"
"AT4G35290","brown"
"AT4G05120","turquoise"
"AT1G10657","brown"
"AT1G75820","blue"
"AT5G24314","blue"
"AT5G04230","blue"
"AT3G04580","turquoise"
"AT2G01870","brown"
"AT2G01290","brown"
"ATCG00540","blue"
"AT3G27160","blue"
"AT2G37230","green"
"AT3G23010","turquoise"
"AT1G10090","black"
"AT4G14740","brown"
"ATCG00150","turquoise"
"AT3G61880","brown"
"AT1G31010","red"
"AT5G39790","green"
"AT4G19370","red"
"AT1G03740","turquoise"
"AT2G20900","turquoise"
"AT1G08380","blue"
"AT3G06750","blue"
"AT1G64600","green"
"AT2G37900","magenta"
"AT3G16400","black"
"AT5G61130","blue"
"AT1G35580","turquoise"
"AT4G32570","blue"
"AT1G52600","yellow"
"AT2G43750","blue"
"AT1G06140","turquoise"
"AT3G55450","yellow"
"AT1G70580","blue"
"AT2G43110","green"
"AT1G71910","yellow"
"AT1G66080","turquoise"
"AT4G10310","blue"
"AT3G52290","blue"
"AT1G08920","black"
"AT3G14240","blue"
"AT1G29670","blue"
"AT3G25400","turquoise"
"AT4G34740","brown"
"AT1G21600","brown"
"AT1G33811","magenta"
"AT5G10410","grey"
"AT3G02360","red"
"AT4G16000","blue"
"AT3G53380","blue"
"AT4G30150","green"
"AT5G41800","turquoise"
"AT1G14030","blue"
"AT4G34920","brown"
"AT1G67070","turquoise"
"AT3G20510","red"
"AT1G72970","blue"
"AT3G16660","turquoise"
"AT5G52830","green"
"AT5G10605","blue"
"AT1G79700","blue"
"AT1G15415","yellow"
"AT5G53550","yellow"
"AT1G14370","turquoise"
"AT3G43540","blue"
"AT1G77660","turquoise"
"AT1G70410","turquoise"
"AT3G10060","blue"
"AT3G56720","green"
"AT5G09820","brown"
"AT1G53633","turquoise"
"AT1G45180","turquoise"
"AT2G27020","yellow"
"AT1G15180","brown"
"AT4G14760","brown"
"AT5G25820","yellow"
"AT5G40890","blue"
"AT5G35370","yellow"
"AT4G02880","turquoise"
"AT5G27930","turquoise"
"AT4G17970","black"
"AT1G49730","blue"
"AT2G34560","blue"
"AT5G27390","blue"
"AT3G50830","magenta"
"AT3G07680","yellow"
"AT5G36120","brown"
"AT1G67750","blue"
"AT5G58160","black"
"AT1G22360","turquoise"
"AT4G35310","turquoise"
"AT4G27657","turquoise"
"AT1G16510","red"
"AT4G39770","blue"
"AT3G13940","yellow"
"AT4G30400","brown"
"AT2G35830","blue"
"AT3G56650","blue"
"AT4G02370","yellow"
"AT5G25140","blue"
"AT4G04640","blue"
"AT3G02050","blue"
"AT4G35500","turquoise"
"AT2G33450","blue"
"AT2G02370","red"
"AT5G51970","blue"
"AT4G19020","blue"
"AT3G04240","turquoise"
"AT3G51860","yellow"
"AT2G33855","brown"
"AT3G15540","turquoise"
"AT5G61390","red"
"AT2G25260","turquoise"
"AT1G23040","green"
"AT5G44870","turquoise"
"AT1G75440","magenta"
"AT4G34980","brown"
"AT3G01990","magenta"
"AT3G07460","black"
"AT2G12550","yellow"
"AT3G62910","blue"
"AT5G36880","turquoise"
"AT1G72500","brown"
"AT5G44390","yellow"
"AT5G13210","turquoise"
"AT1G06000","turquoise"
"AT1G08200","black"
"AT3G57400","brown"
"AT4G39730","green"
"AT5G58620","yellow"
"AT1G09240","brown"
"AT3G24480","black"
"AT1G12580","turquoise"
"AT1G01080","blue"
"AT4G05390","yellow"
"AT3G53680","black"
"AT5G02500","turquoise"
"AT5G53590","turquoise"
"AT3G22310","yellow"
"AT1G80920","grey"
"AT1G12250","blue"
"AT1G75490","turquoise"
"AT2G17520","turquoise"
"AT5G48730","brown"
"AT5G11420","brown"
"AT3G52370","brown"
"AT2G33170","pink"
"AT2G47370","blue"
"AT5G24660","grey"
"AT1G76130","turquoise"
"AT1G16400","blue"
"AT2G23170","turquoise"
"AT2G46690","brown"
"AT4G10060","blue"
"AT1G29430","blue"
"AT2G34940","red"
"AT5G27330","green"
"AT2G37640","brown"
"AT1G07520","turquoise"
"AT1G73760","brown"
"AT4G20780","turquoise"
"AT4G17550","brown"
"AT4G29330","yellow"
"AT5G23280","brown"
"AT1G47250","yellow"
"AT4G08390","yellow"
"AT2G39190","blue"
"AT4G16670","pink"
"AT1G11700","brown"
"AT4G04330","green"
"AT4G30110","pink"
"AT2G37540","turquoise"
"AT5G22770","turquoise"
"AT5G23210","blue"
"AT2G25840","blue"
"AT3G22370","yellow"
"AT5G18140","blue"
"AT5G07020","blue"
"AT2G24150","blue"
"AT3G63530","blue"
"AT1G05140","brown"
"AT5G15850","blue"
"AT3G10410","green"
"AT4G19380","blue"
"AT3G02570","blue"
"AT3G18320","brown"
"AT1G75800","brown"
"AT5G18760","brown"
"AT3G54910","brown"
"AT5G59250","blue"
"AT5G67030","blue"
"AT1G55690","brown"
"AT3G12740","turquoise"
"ATCG00480","magenta"
"AT5G42750","brown"
"AT1G15960","magenta"
"AT1G28310","brown"
"AT1G14980","yellow"
"AT1G56010","green"
"AT4G00370","blue"
"AT4G24450","blue"
"AT3G46550","brown"
"AT3G21220","turquoise"
"AT2G28150","brown"
"AT3G07600","turquoise"
"AT4G04920","yellow"
"AT5G02180","brown"
"AT1G71720","blue"
"AT2G47950","yellow"
"AT4G28480","turquoise"
"AT5G61780","turquoise"
"AT5G08660","turquoise"
"AT4G37400","turquoise"
"AT3G24929","grey"
"AT5G02010","blue"
"AT1G49000","yellow"
"AT5G18680","pink"
"AT2G43160","turquoise"
"AT5G21170","blue"
"AT3G53270","turquoise"
"AT1G64360","grey"
"AT4G27430","blue"
"AT5G20400","red"
"AT1G18330","brown"
"AT1G47510","turquoise"
"AT5G63800","blue"
"AT4G30610","blue"
"AT2G46150","red"
"AT5G52780","blue"
"AT4G35590","turquoise"
"AT3G24190","blue"
"AT1G28600","green"
"AT3G46640","yellow"
"AT2G44970","turquoise"
"AT5G59050","green"
"AT5G62720","brown"
"AT3G11320","turquoise"
"AT5G41610","yellow"
"AT3G03150","blue"
"AT1G42470","black"
"AT3G62390","blue"
"AT1G65560","black"
"AT2G41820","brown"
"AT4G30950","blue"
"AT4G09890","brown"
"AT1G11300","red"
"AT1G35670","turquoise"
"AT5G57760","blue"
"AT5G35360","blue"
"AT5G27320","pink"
"AT2G36420","turquoise"
"AT2G46140","yellow"
"AT5G01760","turquoise"
"AT3G48690","green"
"AT2G35370","blue"
"AT3G13810","pink"
"AT1G80380","magenta"
"AT2G02450","blue"
"AT4G39230","red"
"AT3G12345","blue"
"AT1G08830","red"
"AT5G42270","blue"
"AT3G14770","blue"
"AT3G62030","blue"
"AT5G43900","turquoise"
"AT3G01310","green"
"AT4G11840","turquoise"
"AT5G16800","turquoise"
"AT1G62960","brown"
"AT4G30690","blue"
"AT3G07400","turquoise"
"AT5G53900","blue"
"AT3G47560","blue"
"AT3G18773","brown"
"AT2G05920","black"
"AT1G70290","blue"
"AT1G16460","blue"
"AT5G57340","brown"
"AT3G61760","turquoise"
"AT3G51260","yellow"
"AT3G16565","yellow"
"AT1G10470","blue"
"AT5G10550","turquoise"
"AT3G19660","yellow"
"AT4G15070","turquoise"
"AT3G14440","yellow"
"AT2G31090","turquoise"
"AT5G47440","blue"
"AT1G59710","turquoise"
"AT4G38890","green"
"AT5G10430","blue"
"AT5G67200","brown"
"AT5G02540","blue"
"AT3G14660","green"
"AT1G74840","brown"
"AT3G52740","brown"
"AT1G01650","turquoise"
"AT3G44320","turquoise"
"AT3G02520","red"
"AT4G37760","blue"
"AT5G37020","brown"
"AT5G05460","red"
"AT2G35910","yellow"
"AT5G20830","yellow"
"AT5G06690","brown"
"AT3G46370","blue"
"AT1G05870","brown"
"AT2G39010","blue"
"AT1G53890","blue"
"AT1G03220","blue"
"AT4G16630","yellow"
"AT1G16320","brown"
"AT5G07150","yellow"
"AT5G12890","turquoise"
"AT2G42690","brown"
"AT1G03130","blue"
"AT5G13180","pink"
"AT4G03280","blue"
"AT5G24580","blue"
"AT5G47380","blue"
"AT2G01830","blue"
"AT4G17100","green"
"AT2G24990","green"
"AT3G21540","green"
"AT4G17050","blue"
"AT3G15060","turquoise"
"AT1G23280","green"
"AT4G16563","turquoise"
"AT5G57030","blue"
"AT1G60420","yellow"
"AT1G25275","turquoise"
"AT5G04020","turquoise"
"AT1G05630","turquoise"
"AT1G18570","red"
"AT4G26600","green"
"AT5G43850","brown"
"AT4G01150","blue"
"AT4G23740","brown"
"AT3G04630","magenta"
"AT4G28570","yellow"
"AT2G43560","blue"
"AT4G03150","brown"
"AT4G02530","blue"
"AT5G40950","blue"
"AT5G48530","turquoise"
"AT3G49340","red"
"AT5G54850","turquoise"
"AT5G22780","turquoise"
"AT5G38280","turquoise"
"AT1G22280","turquoise"
"AT3G26580","brown"
"AT2G26980","pink"
"AT4G32260","blue"
"AT4G09040","blue"
"AT1G52830","blue"
"AT2G11520","turquoise"
"AT5G08650","blue"
"AT3G54920","brown"
"AT2G16700","yellow"
"AT1G80030","blue"
"AT4G34240","yellow"
"AT2G16600","yellow"
"AT5G14660","blue"
"AT1G55920","green"
"AT5G63850","turquoise"
"AT2G21960","blue"
"AT2G17730","red"
"AT4G27950","green"
"AT5G64410","yellow"
"AT1G67850","red"
"AT1G77450","yellow"
"AT5G23360","turquoise"
"AT1G07090","pink"
"AT3G60530","brown"
"ATCG01250","blue"
"AT1G22430","blue"
"AT3G18110","blue"
"AT1G27980","yellow"
"AT3G14595","black"
"AT2G27510","green"
"AT5G53860","blue"
"AT5G36290","turquoise"
"AT5G04895","green"
"AT4G22290","brown"
"AT3G56070","green"
"AT3G04000","green"
"AT5G35170","blue"
"AT5G53500","blue"
"AT4G15510","blue"
"AT5G43440","green"
"AT5G64940","blue"
"AT5G44210","pink"
"AT1G13820","blue"
"AT3G60690","turquoise"
"AT3G44480","turquoise"
"AT1G24625","green"
"AT2G02390","yellow"
"AT4G39040","blue"
"AT5G16810","blue"
"AT4G28450","yellow"
"AT1G30410","yellow"
"AT5G01640","turquoise"
"AT5G11460","pink"
"AT3G57280","red"
"AT1G71890","green"
"AT1G14740","turquoise"
"AT4G25730","green"
"AT5G58250","blue"
"AT1G76450","blue"
"AT1G34260","turquoise"
"AT1G21120","turquoise"
"AT4G36190","brown"
"AT3G14330","brown"
"AT4G12880","brown"
"AT5G21482","green"
"AT3G02550","turquoise"
"AT1G70790","turquoise"
"AT1G15440","green"
"AT3G04760","brown"
"AT3G50700","pink"
"AT1G80280","turquoise"
"AT5G06550","green"
"AT4G29810","red"
"AT5G06510","green"
"AT4G36680","green"
"AT4G02770","blue"
"AT3G07320","turquoise"
"AT4G31650","green"
"AT4G24690","yellow"
"AT5G42790","yellow"
"AT5G49030","blue"
"AT3G10660","turquoise"
"AT1G17200","blue"
"AT1G50250","blue"
"AT2G32440","blue"
"AT2G28305","blue"
"AT3G02460","turquoise"
"AT3G52500","green"
"AT1G72820","blue"
"AT3G29030","blue"
"AT1G53170","blue"
"AT5G38310","red"
"AT1G13260","turquoise"
"AT2G32250","turquoise"
"AT5G19740","blue"
"AT3G53460","green"
"AT1G02730","blue"
"AT5G04530","blue"
"AT4G04620","green"
"AT2G36910","pink"
"AT3G02510","magenta"
"AT3G17930","brown"
"AT4G36530","blue"
"AT3G13470","green"
"AT2G28940","turquoise"
"AT2G04570","green"
"AT2G47590","blue"
"AT5G07770","red"
"AT3G15352","yellow"
"AT1G79040","blue"
"ATCG00530","blue"
"AT3G51510","blue"
"AT3G49940","brown"
"AT4G19830","blue"
"AT5G08335","turquoise"
"AT4G15770","green"
"AT2G46790","blue"
"AT3G63510","blue"
"AT5G26200","blue"
"AT1G59700","brown"
"AT5G66580","blue"
"AT3G52340","blue"
"AT2G21470","turquoise"
"AT5G58960","brown"
"AT5G05730","turquoise"
"AT3G60320","blue"
"AT3G51350","yellow"
"AT1G15730","magenta"
"AT1G24148","brown"
"AT2G43500","green"
"AT3G05230","yellow"
"AT2G01650","red"
"AT3G13230","green"
"AT4G09640","black"
"AT3G21240","turquoise"
"AT5G61340","brown"
"AT4G08290","grey"
"AT3G55580","blue"
"AT2G17695","blue"
"AT2G01600","turquoise"
"AT5G63580","blue"
"AT4G02630","brown"
"AT5G53120","yellow"
"AT5G55200","yellow"
"AT5G02050","green"
"AT3G58660","green"
"AT1G63660","green"
"AT4G15975","turquoise"
"AT3G25510","turquoise"
"AT5G02260","blue"
"AT4G38690","blue"
"AT5G63120","green"
"AT1G58300","turquoise"
"ATCG00170","magenta"
"AT5G15730","turquoise"
"AT3G62200","turquoise"
"AT1G01120","black"
"AT2G21560","blue"
"AT1G53850","yellow"
"AT1G04620","blue"
"AT1G48605","yellow"
"AT5G11410","green"
"AT5G66190","blue"
"AT2G31680","turquoise"
"AT4G37330","brown"
"AT2G45510","yellow"
"AT3G25500","blue"
"AT3G47500","blue"
"AT1G17147","turquoise"
"AT1G78100","blue"
"AT1G71500","blue"
"AT1G13380","blue"
"AT4G00050","blue"
"AT1G51100","brown"
"AT5G57440","blue"
"AT3G24420","blue"
"AT2G05160","brown"
"AT1G75270","yellow"
"AT3G07160","turquoise"
"AT1G56330","yellow"
"AT5G08780","turquoise"
"AT1G45010","brown"
"AT5G46710","turquoise"
"AT1G66430","blue"
"AT2G32990","blue"
"AT1G33340","blue"
"AT3G13080","red"
"AT4G22130","brown"
"AT3G55250","blue"
"AT4G33660","blue"
"AT1G19340","turquoise"
"AT1G03290","red"
"AT1G79380","turquoise"
"AT4G25340","green"
"AT4G31790","yellow"
"AT3G09050","blue"
"AT4G13840","brown"
"AT1G33840","red"
"AT5G57887","green"
"AT1G14840","brown"
"AT3G25570","blue"
"AT3G05180","brown"
"AT4G30960","brown"
"AT2G45970","blue"
"AT5G27280","green"
"AT5G01260","brown"
"AT2G17120","turquoise"
"AT5G19540","brown"
"AT2G22122","green"
"AT5G22270","yellow"
"AT5G13500","turquoise"
"AT1G68660","blue"
"AT1G22650","red"
"AT2G18700","blue"
"AT1G75000","turquoise"
"AT5G61600","turquoise"
"AT4G09180","green"
"AT2G21380","brown"
"AT1G49470","pink"
"AT4G15810","brown"
"AT1G78190","yellow"
"AT3G61580","turquoise"
"AT4G00620","green"
"AT5G35220","blue"
"AT5G57035","turquoise"
"AT1G14010","yellow"
"AT1G71110","turquoise"
"AT1G65500","yellow"
"AT5G35080","yellow"
"AT1G09300","green"
"AT1G50840","brown"
"AT3G57490","green"
"AT2G35660","blue"
"AT5G65683","brown"
"AT3G15820","turquoise"
"AT5G55040","turquoise"
"AT2G04032","blue"
"AT2G23680","turquoise"
"AT3G13437","turquoise"
"AT1G77890","turquoise"
"AT1G28230","brown"
"AT5G44568","yellow"
"AT2G30170","blue"
"AT2G38940","green"
"AT2G40360","green"
"AT3G04120","yellow"
"AT2G42840","blue"
"AT5G06790","brown"
"AT2G41250","blue"
"AT1G33610","turquoise"
"AT4G02195","turquoise"
"AT2G21970","brown"
"AT5G64990","turquoise"
"AT3G14110","blue"
"AT2G20320","turquoise"
"AT2G29510","blue"
"AT1G73965","turquoise"
"AT5G19390","blue"
"AT3G28480","yellow"
"AT4G26070","red"
"AT1G71850","green"
"AT3G10525","green"
"AT5G40480","green"
"AT2G26330","blue"
"AT2G31040","blue"
"AT2G23770","turquoise"
"AT3G23030","turquoise"
"AT3G03310","red"
"AT1G34180","red"
"AT1G04520","blue"
"AT1G54100","green"
"AT3G55340","green"
"AT5G20140","blue"
"AT4G34730","blue"
"AT4G39260","green"
"AT5G55570","blue"
"AT2G26900","brown"
"AT1G58848","turquoise"
"AT4G30996","turquoise"
"AT5G27300","blue"
"AT2G16710","yellow"
"AT3G48570","yellow"
"AT5G03040","turquoise"
"AT1G29640","turquoise"
"AT1G66230","pink"
"AT3G47620","brown"
"AT5G50430","turquoise"
"AT5G06460","green"
"AT1G78180","brown"
"AT2G39930","brown"
"AT3G11670","brown"
"AT3G20250","red"
"AT5G39850","green"
"AT5G35490","blue"
"AT3G51150","blue"
"AT1G65486","turquoise"
"AT5G08180","green"
"AT3G17130","blue"
"AT5G26731","red"
"AT3G55410","turquoise"
"AT4G15233","red"
"AT5G15740","blue"
"AT5G02590","green"
"AT1G29030","green"
"AT5G16570","yellow"
"AT2G39250","blue"
"AT1G18850","green"
"AT1G69790","turquoise"
"AT3G02650","green"
"AT1G21740","turquoise"
"AT2G04780","blue"
"AT1G80760","blue"
"AT3G50790","magenta"
"AT3G50660","brown"
"AT1G18650","blue"
"AT1G76520","green"
"AT1G76390","turquoise"
"AT1G13880","turquoise"
"AT5G27395","yellow"
"AT3G04030","green"
"AT2G26110","brown"
"AT4G14620","pink"
"AT5G33280","brown"
"AT3G19030","turquoise"
"AT4G39780","green"
"AT4G33080","brown"
"AT3G61890","brown"
"AT1G67660","green"
"AT1G21050","grey"
"AT3G55200","green"
"AT5G24300","blue"
"AT1G05540","blue"
"AT5G04170","yellow"
"AT1G07890","yellow"
"AT4G32030","turquoise"
"AT4G08230","yellow"
"AT2G47240","blue"
"AT5G20480","turquoise"
"AT5G02480","brown"
"AT3G22960","blue"
"AT3G12830","turquoise"
"AT3G50560","blue"
"AT2G34310","brown"
"AT3G49210","yellow"
"AT5G39090","green"
"AT4G35090","brown"
"AT3G51550","turquoise"
"AT5G02320","turquoise"
"AT1G07870","turquoise"
"AT5G12150","blue"
"AT1G71530","turquoise"
"AT1G73530","turquoise"
"AT4G17810","blue"
"AT5G35480","brown"
"AT1G20816","magenta"
"AT5G22650","green"
"AT5G53020","brown"
"AT4G04695","red"
"AT3G20300","green"
"AT5G01590","blue"
"AT3G18000","brown"
"AT3G10020","pink"
"AT1G25320","green"
"AT3G53810","turquoise"
"AT2G23610","brown"
"AT2G04160","green"
"AT1G61740","brown"
"AT5G18630","blue"
"AT3G28450","turquoise"
"AT2G31560","blue"
"AT4G09510","brown"
"AT2G43330","blue"
