"","V1"
"ME1",0.308718278507754
"ME2",-0.554562997259873
"ME7",-0.248369016819241
"ME9",-0.20527681618681
"ME4",0.513615832913971
"ME6",0.685954001131579
"ME3",-0.590635394242132
"ME5",-0.435222543116689
"ME8",-0.0556454991661805
"ME0",-0.0195092009509149
