"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AT4G04480",6.99100527933442,2.62257598773715,0.849262435081939,2.15651268458017e-05,0.00012016776245317
"AT5G36907",58.6315754601018,1.19925275129489,0.332273839947587,2.15996058231535e-05,0.000120212502696273
"AT5G17380",711.021963081152,0.602622501668572,0.153122917648611,2.17069862841007e-05,0.00012077154297957
"AT5G35735",3825.85013787287,1.1288818360465,0.310031578869889,2.17247726235175e-05,0.000120831909036295
"AT1G06240",30.316414648746,-0.790789775328862,0.203479078232098,2.17361762420666e-05,0.000120856747569997
"AT5G51290",193.399307235482,0.494526581150998,0.122658183458326,2.17791600456607e-05,0.00012105710529528
"AT2G33450",387.695031442473,-0.631696561201892,0.162298112824548,2.18072868504985e-05,0.000121174780521749
"AT1G65295",70.8523455891942,-0.656036711955799,0.167024806188041,2.18660828532531e-05,0.000121462743400405
"AT3G57480",113.598055547085,0.674420048764694,0.172436192674949,2.18755916248511e-05,0.000121476826938128
"AT1G18810",59.5757376705528,-1.02370125905587,0.280213473416226,2.21821205670872e-05,0.000123139751522836
"AT5G54960",236.907090764309,-0.87976668381812,0.232860220965701,2.22731328820588e-05,0.000123605598854879
"AT4G18270",29.6090146405007,-1.27610782212041,0.34040083873367,2.23675977139992e-05,0.000124090303241359
"AT5G03320",223.309202047515,0.522383569712013,0.130695546412882,2.24989866627358e-05,0.000124779480313549
"AT4G10770",117.611417007289,-0.766368034857559,0.199501978075588,2.25099855506073e-05,0.000124800747387517
"AT4G22990",46.0747566032583,-0.863914543630345,0.227482332655342,2.26265622761804e-05,0.000125407163490634
"AT1G19650",162.311639451037,-0.407489023840192,0.0995353925636641,2.26769175978433e-05,0.000125646280074565
"AT5G09760",98.9962561512643,-0.593726576642504,0.150410312929377,2.27265166323465e-05,0.00012588105555977
"AT1G79740",79.9688120223885,-0.404967231225997,0.0990246768605317,2.27399761005877e-05,0.00012591557014375
"AT1G60780",533.747151343912,0.381291506500334,0.0929735114623471,2.28373962787453e-05,0.000126414821473067
"AT2G32415",33.143706847112,-0.680226728443525,0.175099533250252,2.28739925715016e-05,0.000126577176173939
"AT2G37220",1069.52819600729,-0.626955397437238,0.160488081860088,2.28858684953657e-05,0.000126602676782874
"AT4G39770",35.7376805445211,-0.813143478004353,0.215433668024854,2.30069418074846e-05,0.000127191661785586
"AT5G61670",420.746466714198,-0.452832294375803,0.110928925301767,2.30008508239791e-05,0.000127191661785586
"AT5G07870",58.226798439366,0.509209392717473,0.126798843184442,2.30267278437627e-05,0.000127260659593384
"AT4G24440",97.6935243787516,0.44495969960868,0.109989845780618,2.30957647692596e-05,0.00012760171972106
"AT5G44390",147.383970114573,0.725705193594107,0.19004473418543,2.31674244922931e-05,0.000127957049668911
"AT1G12330",26.195218298502,-0.98353849240903,0.263213910026558,2.32661285009268e-05,0.000128461476540775
"AT5G01590",178.339855547811,-0.716243846258987,0.188468945509608,2.33002767866832e-05,0.000128609259069715
"AT1G77060",126.001272908923,-0.818493860692241,0.220280575338476,2.35577945460005e-05,0.000129989477665926
"AT4G10925",26.9272777776653,0.656770764499912,0.167807644853037,2.36209281730311e-05,0.000130296570226156
"AT1G29450",9.98648606627201,-1.49627209390659,0.420386033941096,2.36441562384189e-05,0.000130383413001981
"AT3G27260",486.492924270135,0.291018378820423,0.069995176102756,2.36602655533805e-05,0.000130430957575914
"AT2G36230",17.6013399478459,-0.891330963302583,0.236202703858914,2.38139889791643e-05,0.000131236851634623
"AT3G15430",314.040987542094,0.577286411258675,0.1462440902521,2.38768739694856e-05,0.000131541791444794
"AT3G62260",328.771987763464,0.739725831787467,0.191021104830307,2.39465399379009e-05,0.000131883884197987
"AT2G48120",27.5190083761429,-0.810331309269461,0.212971771398896,2.39994707090223e-05,0.000132133621918827
"AT2G40230",62.0585077124625,-1.12022492027052,0.305598487802304,2.40107215287607e-05,0.000132153797482152
"AT3G52560",364.653981120511,0.257990594416179,0.0620257486774551,2.40307731159756e-05,0.000132222383979878
"AT3G55980",2555.99239374171,0.788534103535711,0.205478726278535,2.40461241130908e-05,0.000132265071692467
"AT4G14540",48.2226490525604,-0.952438800089105,0.256847921732304,2.41045775180266e-05,0.000132544741276522
"AT1G64500",260.798488338464,-0.959565097699951,0.267476442619614,2.41532587679326e-05,0.000132770516799428
"AT4G19140",155.056494958641,0.403352096946283,0.0991664982178123,2.41613549876773e-05,0.00013277312425405
"AT1G57560",134.894735299416,1.25799991571125,0.350221129229495,2.42522538083917e-05,0.000133230609064075
"AT3G12670",154.994093228622,-0.379482584124507,0.0928033831003969,2.42610751628101e-05,0.000133237052123629
"AT1G07200",178.357187711775,-0.536352859364244,0.135176359971738,2.43575245246197e-05,0.000133682443988303
"AT5G40890",180.209771558451,-0.811867557203121,0.214640328112011,2.43513711562169e-05,0.000133682443988303
"AT4G15780",129.394244247637,0.374812453209259,0.0915801490236258,2.44958245390531e-05,0.000134399138100884
"AT4G31560",100.294338153798,-0.496223330975569,0.123884601031146,2.45198839029958e-05,0.000134488783876003
"AT1G48520",172.823604901944,-0.560662601964548,0.142269163639171,2.45309588080782e-05,0.000134507177348669
"AT5G47050",53.7620929332997,0.469812830080488,0.116392594531675,2.45445483135821e-05,0.000134539342864254
"AT4G14500",262.372929006185,0.275804166522283,0.0663744918886924,2.45974572772378e-05,0.000134786947395244
"AT2G28880",64.4155898774253,-0.452939360294566,0.112048187424435,2.4611552233824e-05,0.000134821773557614
"AT4G26200",89.5210401506227,2.04526790683609,0.606102826553349,2.4657477060696e-05,0.00013503088663858
"AT1G24350",106.000128363842,0.517438194525011,0.129709720745213,2.4721299736889e-05,0.000135337850853742
"AT4G30580",113.677130838559,-0.561169135417986,0.142425478207427,2.4772669874768e-05,0.000135576471636336
"AT5G13000",275.17735960413,-0.642949247288966,0.16599649779877,2.47856141073241e-05,0.000135604710348488
"AT3G09010",248.115302686501,0.986557500101926,0.266461091243315,2.48166223174946e-05,0.000135731730226297
"AT1G75950",872.464874824477,0.276766235656444,0.0670352814405459,2.4956287158835e-05,0.000136452769085658
"AT1G20100",526.92953510723,0.541115681503526,0.136776331659225,2.49844191306548e-05,0.000136563721762161
"AT1G07250",142.093759223841,-0.621976694820811,0.158899288554238,2.50765158387497e-05,0.000136981155820326
"AT1G55140",42.1482781767582,-0.716952816069351,0.186854581274814,2.5074931348149e-05,0.000136981155820326
"AT1G45976",99.8036114875742,0.346503392282699,0.0845872341646643,2.51969066010024e-05,0.00013759564670516
"AT1G13990",382.278893284096,0.87271194650087,0.232545513512535,2.52295843910046e-05,0.00013773091823607
"AT5G09460",119.243377811915,-0.634406997791095,0.162828865613956,2.53190989078613e-05,0.000138095406864331
"AT5G51830",415.686129314732,0.985986595608859,0.267228541884422,2.53046318284526e-05,0.000138095406864331
"AT5G65270",186.104651681125,0.441978223163445,0.109792261547518,2.53201337270191e-05,0.000138095406864331
"AT4G23730",196.777176921514,-0.320292808600806,0.0777647187774821,2.5443336434286e-05,0.000138723918837328
"AT1G15800",50.0645008815265,0.902589647713405,0.242320125350262,2.5524250093306e-05,0.000139121538368395
"AT5G64430",103.542500204588,0.751423847368508,0.197519008465458,2.55546778356981e-05,0.00013924381854797
"AT1G56650",19.1707646079851,-2.30590423994989,0.644453302286307,2.56178240999226e-05,0.00013950641871175
"AT4G34760",16.1423043157739,-1.49209622814291,0.429487660905051,2.561888825826e-05,0.00013950641871175
"AT3G20960",13.7040550719115,0.810394092878493,0.212375393193943,2.56327017451555e-05,0.00013953802012519
"AT3G21580",42.1144590814676,-0.613027678005075,0.156435381796587,2.56859127997694e-05,0.000139784005302088
"AT1G80130",242.926636868243,-0.779178705906006,0.205236828385213,2.58041176647991e-05,0.000140383425896565
"AT1G14400",508.829211796208,0.290214729420578,0.0703923738956535,2.58650379567165e-05,0.000140670921388074
"AT2G21120",438.762665167478,0.481565130328614,0.120513300515797,2.58836371090339e-05,0.00014072813933813
"AT1G80960",32.1549163252641,0.591326670087731,0.150833720612717,2.5991904797843e-05,0.000141272693160195
"AT1G17530",84.0812984849338,0.46143565604128,0.115213657971066,2.60640047072357e-05,0.000141615441650182
"AT3G59690",27.7374581337219,0.723238620722624,0.188299958968931,2.60712239593647e-05,0.000141615441650182
"AT4G15440",91.3098124880473,-1.34604828018737,0.379730389854058,2.60890509928824e-05,0.000141668101089779
"AT1G72640",118.680100856144,-0.677872130212894,0.177019848627959,2.61497814843617e-05,0.000141953628375688
"AT2G04070",103.429689800128,1.3629693014888,0.382911111167439,2.61620411619587e-05,0.000141975936772997
"AT5G52100",71.0355149444328,-1.08314368511541,0.303573345899585,2.62523469136305e-05,0.000142421639126578
"AT2G07680",86.9613763499389,-0.403884819102023,0.0996293940195268,2.63523488973607e-05,0.000142919650620181
"AT1G74970",519.3009521415,-0.690918489236655,0.182153890292191,2.6421676800929e-05,0.000143251045711853
"AT4G27720",276.849248954802,-0.740260669726372,0.196767019188197,2.6430444090877e-05,0.00014325399379685
"AT2G44870",264.172779959495,-0.229689803166667,0.0552548439709023,2.64495222002761e-05,0.000143312807691698
"AT2G29290",107.714188567001,-1.20795579990637,0.340027052074878,2.65426447395492e-05,0.000143772659005891
"AT2G11520",383.855921748043,0.529696047777219,0.133517365854329,2.66555298816453e-05,0.000144294384878266
"AT3G20920",124.33831524136,0.312363088143121,0.0759762058525425,2.66484838089116e-05,0.000144294384878266
"AT1G01970",82.6269195692525,-0.763826431498623,0.200737112283788,2.67393896561426e-05,0.000144703376144767
"AT2G38340",14.8064497858841,1.30220771154336,0.36416221155952,2.67724525026922e-05,0.000144837305154316
"AT3G14210",1138.67194243306,-1.21384696086913,0.341194775862944,2.68097302076667e-05,0.000144993946047052
"AT1G73655",262.913904637792,-0.552558471161501,0.140739864696468,2.69024915871744e-05,0.00014545046661967
"AT4G25080",721.144725763951,-0.924661471360826,0.252559150094528,2.69619453347749e-05,0.000145726679407936
"AT1G69980",80.8344806696544,0.363404594856051,0.089113820869219,2.7002305871122e-05,0.000145899555916546
"AT5G53550",628.579578287025,0.662948614025914,0.17214091052815,2.70135305529916e-05,0.000145914946428873
"AT4G34450",1272.82501057816,0.295794966400218,0.0718987690202867,2.7029379838579e-05,0.000145955299686313
"AT5G13810",344.751022935995,0.330527617761301,0.0806005684928001,2.70695878127755e-05,0.000146127121071754
"AT3G51010",125.560562052264,0.4092876451965,0.101508274163507,2.70961961528612e-05,0.000146225445161971
"AT1G56660",1593.34498230582,0.887350614999656,0.237542592244895,2.71561944606773e-05,0.000146458485295665
"AT5G47580",67.4011036789893,0.666844005448885,0.173122599294419,2.71558204279468e-05,0.000146458485295665
"AT4G28740",152.366921113725,-0.49711110675998,0.125144086953784,2.72225786807052e-05,0.000146771067972109
"AT1G21460",87.2000206981119,-0.871418611388323,0.233441384451027,2.72870269052756e-05,0.000146982068240538
"AT2G41560",268.567476769592,-0.861793295395356,0.232191099283765,2.72847025578466e-05,0.000146982068240538
"AT5G38140",41.223345958475,-0.891992960812459,0.239596117755515,2.72862282577677e-05,0.000146982068240538
"AT4G35260",324.10957967093,0.39995435603559,0.098813898090485,2.73088391787961e-05,0.000147054089179174
"AT5G07700",8.35690230828371,-1.87000898128178,0.520833029117612,2.73538196426037e-05,0.000147250784355426
"AT4G34490",186.423057652228,-0.382688656080617,0.0943245330190359,2.73786902512168e-05,0.000147339136291689
"AT4G39570",42.0880237308205,0.777027687483939,0.205955009498291,2.73874217605039e-05,0.000147340607494743
"AT1G68810",48.5051803193083,-0.661825276201324,0.171658555826836,2.7410731654804e-05,0.000147420483305553
"AT1G16560",282.075135723381,0.485751433131255,0.121933333118156,2.74466645987583e-05,0.000147568178182213
"AT2G38470",2813.34082908673,0.751583654396747,0.19746734950294,2.75212175320531e-05,0.000147923359891504
"AT4G09760",139.727887647205,-0.662961454354702,0.172166774607288,2.75301978968937e-05,0.000147925986231921
"AT1G22020",133.766826116751,0.360828037822866,0.0886491764891329,2.7595306394524e-05,0.000148138748040866
"AT1G52880",54.931811985791,-0.77185498346397,0.203639822181883,2.75911224391876e-05,0.000148138748040866
"AT4G19045",45.3799998151755,0.624751341543065,0.160809246460091,2.75910692349362e-05,0.000148138748040866
"AT1G06700",258.127750632578,0.251616800461438,0.0609572965174008,2.76851902939643e-05,0.000148575482107473
"AT2G01670",1449.60424467539,0.607674678431949,0.156936197907016,2.77271315180751e-05,0.000148714885146347
"AT5G39860",11.9031971792889,-1.87211331578515,0.549148207736399,2.77282403533488e-05,0.000148714885146347
"AT4G17560",214.972609026042,-0.858947487335066,0.234563226591291,2.78209209221233e-05,0.000149166033383622
"AT1G58420",227.052597669517,0.924068461885929,0.250851741749284,2.79764879367414e-05,0.000149953975340934
"AT1G11750",286.249860664857,-0.337804896254355,0.0827472761813312,2.81502939352443e-05,0.000150839163442619
"AT2G33410",215.072551368862,0.265479380424131,0.0644676084173605,2.81712957967237e-05,0.000150905280682327
"AT1G76360",338.872365580687,0.553381176541031,0.142111595462706,2.82384176434633e-05,0.000151218332415964
"AT2G43030",598.061321702451,-0.750177059756483,0.202140995648604,2.83043003851434e-05,0.000151524558300307
"AT1G21980",202.528218029497,-0.675198588667147,0.175970530377962,2.83625782166636e-05,0.000151789896323896
"AT2G12400",57.3082221349115,-0.916687949204758,0.252303067444849,2.83826335455405e-05,0.000151850576278659
"AT5G35570",194.39901490408,0.389573072248012,0.0964191933619698,2.8514939656051e-05,0.000152511590054777
"AT5G51680",4.56321117449459,1.40599584633958,0.397839988335642,2.85574171579438e-05,0.000152691898984463
"AT1G33390",199.680950463352,0.818018530275471,0.217514546052302,2.85935724604514e-05,0.000152838303854269
"AT3G06420",82.3943162218482,0.563970750877592,0.143499912705253,2.87490272841624e-05,0.000153622102849727
"AT1G74080",3.06882641811856,1.85676551050041,0.524734447973578,2.88581079396869e-05,0.00015415769405377
"AT1G49975",79.1765964213149,-0.978797218996369,0.26974274753247,2.8869501799298e-05,0.000154171281834387
"AT2G31170",52.2796690853502,-0.622429883665848,0.160504754295205,2.90271321104496e-05,0.000154965565848615
"AT5G50440",29.9688981697104,0.626282511963433,0.16122553581829,2.91498020165914e-05,0.000155572779144921
"AT3G57280",473.207700386169,0.574246073374046,0.146642517649985,2.91929492710409e-05,0.000155755337305217
"AT4G39670",876.296319580774,1.215018820244,0.343755636599621,2.92285032478859e-05,0.000155897283091908
"AT2G31900",28.6935476335,-0.901550406898917,0.244886903291979,2.92757237051472e-05,0.000156101348926741
"AT5G06790",10.7935104202493,-1.45498547879725,0.408842753812531,2.94447748427408e-05,0.000156954705557082
"AT3G25250",110.44166551826,1.30831583171822,0.3866146083976,2.94716629684189e-05,0.000157049975194205
"AT3G58500",556.236572061552,0.273202478078761,0.066581516225752,2.95311205544483e-05,0.000157318691149385
"AT3G09520",137.359323283556,0.987601321582341,0.270728515770999,2.99350195942051e-05,0.000159421596249176
"AT3G27890",336.714876071219,0.4063508550742,0.101007278738153,2.99505031946253e-05,0.000159455307350358
"AT1G30280",22.3131561802106,-0.784381803139776,0.207858293645225,3.00585759453477e-05,0.000159981788257854
"AT1G06620",262.881835683564,0.787437262779875,0.211027119231331,3.01722610216122e-05,0.000160537809100942
"AT3G02700",125.178315506473,0.379279277310261,0.0938628727588449,3.02095679399778e-05,0.000160647845589603
"AT3G13120",476.097918624935,-0.718313933281589,0.191068937785532,3.02113858869999e-05,0.000160647845589603
"AT4G16210",101.46912560684,0.527222585299524,0.134109569889016,3.02484471659858e-05,0.000160795834492363
"AT1G13830",5.14965109495029,1.39313006524418,0.392058656680056,3.02829186484215e-05,0.000160857091870307
"AT3G57040",63.7844893088174,-1.0454089752673,0.290912522004134,3.02876728665102e-05,0.000160857091870307
"AT5G08670",1203.86634191784,0.197856786906642,0.0482712442162397,3.02699296847422e-05,0.000160857091870307
"AT2G16365",140.225513168653,-0.532443954555168,0.135662457768744,3.03236190312527e-05,0.000160998916039141
"AT1G30520",72.0364225938971,-1.22579510623806,0.354875651791027,3.04442039560594e-05,0.000161589894245751
"AT5G05140",382.468432489735,0.649901340133731,0.169869833164392,3.05037452065171e-05,0.000161856607218254
"AT2G33730",443.434869984101,0.411690201702772,0.102583602795064,3.06216825277033e-05,0.000162383473251931
"AT5G02230",69.2900814395756,-0.841457449337704,0.22553671682737,3.06180701170194e-05,0.000162383473251931
"AT1G09750",79.8551979054389,-1.23956131319456,0.362254708396986,3.0796121315532e-05,0.000163216471175637
"AT2G27830",98.549473761494,0.616123869353641,0.15994529748065,3.07975052097773e-05,0.000163216471175637
"AT4G28600",205.673576838361,0.352865424245499,0.087126806450549,3.10093866978206e-05,0.000164289390594901
"AT3G62030",1526.58291129672,-0.654487695020682,0.17357355368111,3.1067996684331e-05,0.000164549863861674
"AT1G69580",26.8632267129809,-0.605768084299629,0.156546707782645,3.11933494891422e-05,0.000165163570851324
"AT2G05920",316.049706592342,-0.510539931454252,0.130134765024218,3.12445145620491e-05,0.000165384212601305
"AT5G01010",456.955387333708,0.308959953723205,0.0760045182412659,3.13617285047838e-05,0.000165954225562981
"AT2G20750",16.9980499108103,-1.74854423012749,0.511752676567845,3.14340741272503e-05,0.00016628653850492
"AT2G39250",90.3075483342496,-0.709901806777255,0.187892964079988,3.14748578787082e-05,0.000166401221319301
"AT3G04640",256.184408503253,1.05114274913911,0.290770261990577,3.14723925508454e-05,0.000166401221319301
"AT4G22780",531.545501493366,0.751513060512303,0.200123337340878,3.17048754176853e-05,0.000167566422868956
"AT5G14500",55.8265815936793,-0.566641928641109,0.145633936914931,3.18734345857601e-05,0.000168406196689093
"AT5G22360",154.855569971264,0.335049239471355,0.0826040555042348,3.18942487949924e-05,0.000168465073986891
"AT1G62840",77.1218447593786,0.894909513554616,0.243600629146648,3.19414146534148e-05,0.00016866306252273
"AT3G15580",144.218840941449,0.350189084566087,0.086694156157808,3.20356105936585e-05,0.000169109192891373
"AT5G62180",32.286840019187,0.84506784773276,0.228396740202883,3.21953093235616e-05,0.000169900723543303
"AT1G09490",81.4413104277954,-0.649946246742407,0.169396576872337,3.23621715722744e-05,0.000170729566562393
"AT5G58720",800.260149585015,0.56533164852087,0.145133762024221,3.24406538367318e-05,0.000171091792260329
"AT4G18370",105.317988031845,-0.755010186181974,0.203356606337477,3.25760489627837e-05,0.000171701898012615
"AT5G51740",97.1795222550585,0.464742896633951,0.117415837738081,3.2567836951569e-05,0.000171701898012615
"AT2G22230",52.1745406087633,-0.664753672829821,0.175111185124757,3.26343298620784e-05,0.000171957055716094
"AT1G60690",16.6043655238126,-1.18878780893913,0.333707275107316,3.26700419688576e-05,0.000172093175415028
"AT5G10780",210.020117870362,0.318395188296254,0.0786873742138056,3.26885876474585e-05,0.000172138814032263
"AT2G33380",1080.57765784948,-1.07947434772165,0.300630359488701,3.28208273482697e-05,0.000172782959325131
"AT1G79340",738.545810961991,0.359931755811033,0.0896212882382141,3.29152626930723e-05,0.000173175438270407
"AT3G19615",3.3384918641985,1.9081615923912,0.555950319872635,3.29112401368355e-05,0.000173175438270407
"AT5G04590",852.019607419698,-0.355894345548647,0.0890710964719893,3.31919536559799e-05,0.0001745784518983
"AT1G55080",39.6763439661607,0.591694958646515,0.153531287678672,3.3219169664248e-05,0.000174649347798413
"AT5G61130",50.4119395366758,-0.903787041649185,0.250212775263608,3.32254844204329e-05,0.000174649347798413
"AT1G21080",395.888601393373,0.366078687080899,0.0913286078248449,3.33013349638452e-05,0.000174944428256756
"AT5G05340",53.8300256334047,1.4029160455108,0.411566797656862,3.33017063202872e-05,0.000174944428256756
"AT3G28760",22.9506940100603,-0.97750631564636,0.269507942768573,3.33869114022766e-05,0.000175339160876593
"AT1G74740",74.6414863656782,0.550003849189026,0.141094298179142,3.35067311090459e-05,0.000175915387558644
"AT4G33890",137.292507010778,0.41096978848424,0.102863987419589,3.36387060515937e-05,0.000176555064603423
"AT1G13000",212.295411996511,0.476843599281231,0.120865484239694,3.36758544560614e-05,0.000176696802597768
"AT1G30450",189.24798497316,0.499619649421264,0.12712633999873,3.37935838458533e-05,0.000177261135379333
"AT4G12310",56.501556460873,-1.09783438937978,0.306671044241682,3.39556945393768e-05,0.000178057856374456
"AT1G57700",45.5362660753107,0.497622839512951,0.125996402378198,3.39878360191622e-05,0.000178172766612641
"AT1G32210",150.466508254089,0.533326068547067,0.137080975451096,3.40340877531922e-05,0.000178361554952048
"AT1G77680",440.509230515697,-0.743495802256201,0.199554756337301,3.40617588626543e-05,0.000178452884026297
"AT2G46080",355.586069295189,0.371029722952956,0.0925447430354538,3.40990289712194e-05,0.000178594433156537
"AT1G21313",2.30900925525042,2.31168082529771,0.701271265212058,3.411959018614e-05,0.000178648410292323
"AT3G05410",22.0268676319251,-0.859568100084044,0.232685694047332,3.43306181476147e-05,0.000179568445493557
"AT3G58460",144.100249708152,0.327223952666428,0.0809477630492747,3.43069839998448e-05,0.000179568445493557
"AT4G12980",101.149586130678,-1.12193892923579,0.322586433364557,3.43365379987966e-05,0.000179568445493557
"AT4G32420",128.928873880769,-0.499285214556078,0.126996678397787,3.43336046501214e-05,0.000179568445493557
"AT1G19270",238.73531591158,0.68081988553941,0.179697148697222,3.44853988624103e-05,0.000180292811579588
"AT4G39390",97.3254133239125,0.68983056923996,0.182131572635539,3.45708080027411e-05,0.000180685111133438
"AT4G27180",73.4384732825784,-0.649482675701342,0.17053307892133,3.46896833879322e-05,0.000181252034978338
"AT1G11670",159.844987620995,0.993633921905923,0.277348192575048,3.47207792043563e-05,0.000181360112065933
"AT5G40690",26.0236792281754,0.842474439757342,0.227137245320389,3.47952214806624e-05,0.000181694471880437
"AT4G09040",99.3392020561125,-0.695854158740824,0.184877099544516,3.48345939303315e-05,0.00018184555776637
"AT2G28050",4.96020445774874,-1.78044760230409,0.501817437093143,3.48464023455709e-05,0.000181852704871134
"AT5G51640",146.717892180908,0.533379860459249,0.137184245799205,3.49392370623377e-05,0.000182282572514502
"AT4G16500",235.776286088985,0.465514155358182,0.118181788112924,3.51045073585616e-05,0.000183089975504833
"AT5G49215",19.2933824791731,-0.984092432751677,0.269412798443835,3.52160245627564e-05,0.000183616626124878
"AT4G00340",82.4547176992987,-0.5673236688118,0.14610153042294,3.52505438319303e-05,0.000183741613869607
"AT1G17940",116.594879296709,-0.832723601596359,0.226189458862683,3.53680429774937e-05,0.000184298925715806
"AT1G29330",151.415670725528,0.563296319411064,0.146629886337907,3.53956952628881e-05,0.000184332738857851
"AT3G54560",26.5291206828517,0.747396330525816,0.200779482990618,3.53889206658396e-05,0.000184332738857851
"AT1G11840",434.700972677599,-0.654274729368741,0.174472106231381,3.54285568734877e-05,0.000184448733035313
"AT1G66580",2169.10450755141,0.764788780774823,0.20516074031445,3.54464216830128e-05,0.000184486604636415
"AT3G26220",152.943611063555,0.895883398041862,0.246362807951888,3.54965712594861e-05,0.000184684919535331
"AT5G55310",317.433462241958,0.257539637445575,0.0631831848100895,3.55057287901162e-05,0.000184684919535331
"AT5G18860",121.795485165614,-0.604496614872912,0.157679714313814,3.56225963778266e-05,0.000185237501164698
"AT5G55540",52.3074404518395,-0.610716793142062,0.159253102788447,3.57009046202161e-05,0.000185589304232816
"AT1G21450",340.870168932717,0.413781532334325,0.104152958171394,3.57952167825848e-05,0.000186024068124292
"AT3G07210",23.4718967475726,-0.703150674532826,0.186761534928446,3.58129869343887e-05,0.000186060910348062
"AT5G63260",84.4634225590725,0.428548172280168,0.108073307725951,3.58522676432435e-05,0.000186209452100567
"AT5G46750",332.42087839311,0.346279933064942,0.0861503258767114,3.59433165105976e-05,0.000186626698543848
"AT3G57950",5.70064207379451,1.4597385356487,0.422146185431352,3.60131327342723e-05,0.000186933483978255
"AT5G23730",40.1664712014583,-0.804190679280219,0.218827325626441,3.61117931616118e-05,0.000187389763740029
"AT5G51060",44.1365932365079,1.67493003499554,0.502839856311241,3.62974546308451e-05,0.000188297099365492
"AT3G55470",198.400519290532,0.97421621651897,0.269670890995835,3.63711708601095e-05,0.000188623339203069
"AT4G19170",434.702072524886,-1.31941899199708,0.388257009459258,3.64964989630424e-05,0.000189211643794721
"AT4G31800",1646.78826830211,0.85403680589392,0.233303150449542,3.65063337998885e-05,0.000189211643794721
"AT5G12250",320.761058794416,-0.660440518223132,0.17703415329309,3.65265409620389e-05,0.000189260066495752
"AT2G29180",49.175120620913,-0.962009343033955,0.269438109619584,3.65511199545194e-05,0.000189331106038575
"AT4G20310",22.5854056993327,-0.775778080462133,0.207447511125771,3.66394809344572e-05,0.000189732389381167
"AT1G28100",17.0089855873276,-1.118508750208,0.315603305499266,3.66947194768548e-05,0.000189905529794061
"AT3G08590",424.92604605366,0.357182593272127,0.0889981048620548,3.66943880861307e-05,0.000189905529794061
"AT3G27000",35.7759344874152,0.565203476177969,0.146454034024938,3.6764007382203e-05,0.000190207605761205
"AT1G10870",78.3576243056816,-0.411697723231157,0.10360272732511,3.68509900048938e-05,0.000190544448170154
"AT5G64290",512.710613225065,-0.382230755376157,0.0960666521968172,3.68405435366135e-05,0.000190544448170154
"AT1G42960",278.757136798508,-0.428486106692068,0.108043489558332,3.69735035463654e-05,0.000191007838605482
"AT1G78230",157.408191584917,-0.706745248928839,0.187883361142377,3.69677714424547e-05,0.000191007838605482
"AT2G39518",658.854310817422,1.05177684648168,0.29553526284768,3.69589154055602e-05,0.000191007838605482
"AT1G36390",66.8966154494583,-0.526105920284784,0.135339293686666,3.70990952840542e-05,0.000191586960906514
"AT5G20480",208.030942041659,0.561448087828457,0.145690941773655,3.71143621352713e-05,0.000191586960906514
"AT5G51620",133.869976258056,0.394675587820139,0.0992458566245353,3.71185989127143e-05,0.000191586960906514
"AT4G26060",185.442977248965,0.78155724950308,0.210988956540686,3.7181770114004e-05,0.000191856171619061
"AT1G35580",1139.15802208413,0.545364177811498,0.14122378390732,3.72070033806649e-05,0.000191872705414797
"AT4G12590",188.241390127745,0.303915770520278,0.0754456667115027,3.72008373887749e-05,0.000191872705414797
"AT1G24267",155.538793735355,0.287763237045439,0.0708501456678532,3.72281224574051e-05,0.000191924798226693
"AT5G59030",246.282936909004,-0.538772647055923,0.139598767702243,3.7603585585477e-05,0.000193803094940535
"AT2G38790",232.786817137213,1.17362981055757,0.332652304441827,3.76658489214692e-05,0.000194066574448978
"AT5G66055",183.133879796766,-0.412511327138389,0.103962088008802,3.78074534983408e-05,0.000194738568876729
"AT3G01510",88.8730274176763,-0.552882863753938,0.143712907188099,3.78704130888677e-05,0.000195005201303008
"AT5G06450",49.7400401652385,0.450399529307447,0.114494762017333,3.79383539958339e-05,0.000195297318737419
"AT1G24580",5.44341406746334,-2.68911807765854,0.795846872957962,3.81667897195368e-05,0.000196415207360216
"AT3G15850",542.93428793651,-0.857874610015469,0.233949002487575,3.82036416993997e-05,0.000196546792204236
"AT5G51570",80.9081999049958,0.694783052773438,0.186102950406132,3.84745725633474e-05,0.000197882212593301
"AT2G24580",36.6024563513233,-0.770936793232886,0.207349359151204,3.88057748551943e-05,0.000199526740843414
"AT1G08660",44.3673060425513,-0.594586250678994,0.155269237212158,3.8925781941442e-05,0.000200084721575662
"AT2G43820",353.530881264133,0.88925874543626,0.24657780141786,3.89496967472998e-05,0.000200148589185239
"AT1G29910",14999.9902084415,-0.811590222600772,0.223004445617269,3.90457230509882e-05,0.000200547737681148
"AT1G73200",298.27494778162,0.369387826778165,0.092394830238418,3.9050397601289e-05,0.000200547737681148
"AT1G67660",16.0631517091367,-0.894058138098436,0.244908802624772,3.91418726928297e-05,0.000200958273595371
"AT4G15955",37.6736860757322,0.501423151856403,0.128860506701445,3.91995444039972e-05,0.000201195068803074
"AT3G06190",209.356368812464,0.292579238025859,0.0725629078365701,3.93744817497195e-05,0.000202033423293111
"AT3G27330",26.2520005184137,0.818008900115089,0.223013014185793,3.95308146766323e-05,0.000202716158865745
