"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AT2G15970",1038.63105377417,-1.23527107528466,0.177045983218182,2.94792345448351e-13,2.62004217230116e-11
"AT3G23810",1239.75613886629,-1.48717800272006,0.215715399255942,3.11764080255907e-13,2.74289407982723e-11
"AT3G19720",402.536911462655,-1.54704475388558,0.225491926925322,3.26380342592279e-13,2.84277278397875e-11
"AT4G14040",294.558827011211,-1.32445796496202,0.191632655559333,3.26329617159219e-13,2.84277278397875e-11
"AT5G40010",15.7813960263697,3.03035123405522,0.447978064749223,3.96085100719905e-13,3.41574378937661e-11
"AT3G02020",158.023930615106,-1.81814655144425,0.264484282984416,4.02854743785176e-13,3.44006354742048e-11
"AT1G02850",96.5062060142127,1.71303912158864,0.250923255906674,4.07906000743053e-13,3.46620611363121e-11
"AT5G17050",127.836993032099,-1.29485026255107,0.188740856969364,4.62840609600731e-13,3.85774326279653e-11
"AT4G09350",87.2413669659963,-1.73158636990236,0.253048622434515,6.70390679676933e-13,5.26045299097846e-11
"AT3G63140",1708.46585022744,-1.05202332283985,0.154405001780536,6.99354786907256e-13,5.46312125019031e-11
"AT1G11820",112.702733499993,-1.08560813966967,0.158523976884061,7.36368520095287e-13,5.70112872002662e-11
"AT2G21560",33.0002090646525,-1.66886106806686,0.245142210905774,7.49544261505487e-13,5.75512080906673e-11
"AT3G21520",199.506610325132,2.18742605815898,0.324628155962053,7.79254663615589e-13,5.94408839538452e-11
"AT3G17040",420.362281550592,-1.0472724678649,0.152775471343712,8.01916010292487e-13,6.07364213012832e-11
"AT3G27170",107.228132225281,-1.98975003573163,0.295425144250326,8.13973858874742e-13,6.13827905696884e-11
"AT1G48100",68.231358728572,-1.63330994029507,0.240894761993953,8.23326979069004e-13,6.18204998938881e-11
"AT3G54050",1858.38390800043,-1.25352708683284,0.186045353960943,8.29144231535595e-13,6.199009662382e-11
"AT1G50450",130.946398568884,-1.1252134352965,0.165010191329194,8.8616872521047e-13,6.54112677676541e-11
"AT5G03610",419.016541993667,1.72164654803422,0.254647725346363,9.20748063313722e-13,6.73925683316178e-11
"AT5G54500",628.39721150563,1.09017696048998,0.159066703550521,9.82200861354776e-13,7.15897029489548e-11
"AT5G14200",200.123604613494,-1.61768889906381,0.240317972995299,1.01551041823278e-12,7.37091311900626e-11
"AT2G02370",104.326076756066,1.17242256633146,0.172445294906473,1.03210700922804e-12,7.46029215798856e-11
"AT5G24300",462.455905400853,-1.02180052751544,0.15034553565551,1.05400764053526e-12,7.58711285046456e-11
"AT1G05020",20.5915552188301,1.5923726033386,0.237462848268621,1.14865901120194e-12,8.23441974285509e-11
"AT2G40740",110.070564622018,2.28350498392146,0.341626774873298,1.19478081773316e-12,8.52995157578347e-11
"AT3G19710",228.135438375557,-1.8523850227424,0.277105968695346,1.37427362778032e-12,9.65316394997308e-11
"AT1G77660",36.31594955441,1.28590513724038,0.190289892529347,1.40899748270339e-12,9.8178944594772e-11
"AT3G61190",357.8225312849,1.72626290954563,0.26078164122365,1.68088928967523e-12,1.14827809514285e-10
"AT4G23600",963.395727140011,-2.17071853829549,0.345058353598327,1.79808354750078e-12,1.21877880923982e-10
"AT3G20470",94.8954703257643,-1.80623875269252,0.271192191233072,1.96775960596321e-12,1.32348927937757e-10
"AT1G64900",360.630187541309,-1.15660891480028,0.172467239664044,2.02045674092996e-12,1.34609874316894e-10
"AT2G31790",151.118162017032,-1.45042417931111,0.217630519193835,2.02455723714272e-12,1.34609874316894e-10
"AT5G43850",218.549502260584,-1.01014207580255,0.149736487053529,2.13708500850989e-12,1.39954965594896e-10
"AT4G37760",696.980896424543,-1.04378807637281,0.155242312718019,2.17987643899356e-12,1.42222650064673e-10
"AT3G02830",429.411104389879,-1.0187578177362,0.151507634176566,2.20983223379486e-12,1.42865244938889e-10
"AT3G56160",101.509682805988,-1.32258643337301,0.199877838496355,2.26963963690403e-12,1.4535706792231e-10
"AT1G66540",42.7208287064147,-1.68093021840389,0.253901734823408,2.54778447450769e-12,1.61390565621541e-10
"AT1G70760",412.35725454394,-1.36328072946666,0.20853470129327,2.71181230072703e-12,1.70976870509248e-10
"AT2G05310",293.657490429622,-1.16948039020804,0.177168535233918,2.71874817055464e-12,1.70976870509248e-10
"AT1G18060",297.129001080587,-1.29608395924495,0.197141803136328,2.78570814678823e-12,1.73310842560896e-10
"AT3G49780",194.296172011328,1.36474459863531,0.208544002374141,2.92130692231866e-12,1.81100236963669e-10
"AT5G09660",3392.84101531172,-1.03766930178002,0.156864165434574,3.00228651176114e-12,1.85460393740706e-10
"AT3G05640",195.937850437609,-1.74086697669721,0.264677865470492,3.02328469309885e-12,1.86097594889689e-10
"AT1G72540",18.4343713182679,2.20124353256041,0.339756369875081,3.18437379688684e-12,1.94637865058838e-10
"AT1G09560",1230.5157388903,1.14260068558867,0.173342583894454,3.24341496471116e-12,1.9618155793496e-10
"AT5G21430",230.064966166101,-1.2865057173976,0.196451925249606,3.24188982195104e-12,1.9618155793496e-10
"AT1G67520",73.7932179317553,1.5444242817285,0.23352648663889,3.25486269049844e-12,1.9619276148264e-10
"AT1G69160",94.4813798274416,-1.34530636401922,0.203417329789683,3.41876697420705e-12,2.04656084847721e-10
"AT3G04140",60.1738348670302,-2.27346661466451,0.352070091526351,3.49872716444717e-12,2.08013062131978e-10
"AT1G22850",433.26654651914,-1.05947928676499,0.16111674073083,3.56819263984121e-12,2.11421482265421e-10
"AT1G32220",251.509345999438,-1.03353757654885,0.155564894904445,3.59509487007215e-12,2.12293398768328e-10
"AT4G12320",302.711704237669,-2.33679423187158,0.372405578486076,3.72661950422642e-12,2.18578154086277e-10
"AT2G24540",91.1779041599771,-1.64559495304661,0.252522497465261,3.88860800840757e-12,2.26553683968093e-10
"AT1G05870",69.7261215534173,-1.36926125572566,0.208679270110612,3.92749112790074e-12,2.27298655973525e-10
"AT2G34500",61.4929367060896,2.63051342291369,0.409036865217394,4.10398309072515e-12,2.35945166470073e-10
"AT3G15095",55.072009642359,-1.24583897993938,0.18868748005145,4.31470719418967e-12,2.4643344040257e-10
"AT1G15980",564.442589991161,-1.32857445762231,0.206704636522768,4.39188157241213e-12,2.5002149343601e-10
"AT3G57550",652.157164819592,1.1719767996114,0.178004319767747,4.51119249708039e-12,2.55977111723584e-10
"AT1G74010",96.1730695237419,1.34979851051671,0.20828574437357,4.86240129985064e-12,2.73235582720639e-10
"AT3G06980",125.79560683889,-1.13617167847946,0.172978075948947,4.92035137596029e-12,2.74719618491116e-10
"AT3G48420",421.753553130397,-1.20981018497525,0.187038397454517,4.91405235430205e-12,2.74719618491116e-10
"AT5G47330",188.828626064415,-1.74709121843866,0.266557158787442,4.95723197471401e-12,2.75894507985681e-10
"AT1G06137",5.18922246115688,3.46961439409501,0.539499581618684,5.50655248705744e-12,3.03557418748546e-10
"AT1G22890",287.305370837641,1.35208062690867,0.208760855244897,5.59030204262493e-12,3.07202087011124e-10
"AT5G01920",164.176045834492,-1.30315104911109,0.201030764231652,5.64952464317525e-12,3.0948024932111e-10
"AT3G46970",378.259727084881,-1.26261178101157,0.193264429746945,5.93112387458099e-12,3.21869713069162e-10
"AT3G10320",6.07755190966071,3.47744325208083,0.535000006075596,6.2830001488372e-12,3.38854063754625e-10
"AT3G06035",46.8496084068706,-1.15965818849978,0.176976420747147,6.87752739388651e-12,3.68635468312317e-10
"AT1G35420",133.01715945277,-1.15415007861189,0.176999281209928,7.5772767232423e-12,4.03657983238168e-10
"AT5G16230",45.398701407578,1.52833954576679,0.238207748185948,8.01349461381228e-12,4.24301143381793e-10
"AT3G56370",81.0020257035159,-1.23797679939724,0.191068672713561,8.19931778776696e-12,4.32824593523941e-10
"AT1G06460",204.532269970022,-1.05901877400621,0.161664609006751,8.34445000142455e-12,4.39155042371044e-10
"AT3G49120",1852.55855445125,1.07907149084454,0.166107425000406,8.41181782304556e-12,4.41367067703174e-10
"AT5G08720",144.130624822281,-1.20116665570317,0.185515395251373,9.85957734711006e-12,5.03821367803777e-10
"AT5G41900",151.393568440279,-1.6563676832992,0.258009373619785,9.86240450178461e-12,5.03821367803777e-10
"AT4G29720",56.7017638167859,-1.48488244036608,0.230178250014503,1.00325835330527e-11,5.09526545614514e-10
"AT2G22240",198.677396681765,-1.19592156217352,0.18696529435949,1.01596523483682e-11,5.12988822923403e-10
"AT2G29170",17.9946300580223,-2.21023989866286,0.344658285212289,1.02919968166835e-11,5.1640357437354e-10
"AT2G32540",158.952265555119,-1.46122213470919,0.227721550440813,1.03162137704932e-11,5.1640357437354e-10
"AT3G48460",196.383095352032,-1.59849778609267,0.249857254040086,1.0559427681545e-11,5.25557800607182e-10
"AT4G18890",82.5684140502321,1.11758323080224,0.172778447743977,1.09143251775419e-11,5.40135069865854e-10
"AT1G01520",33.2276540569105,-2.4965848783237,0.402904280504694,1.13666085500749e-11,5.60924421932873e-10
"AT1G58280",47.8657368581533,-1.10270882672806,0.170784439341967,1.22297990112151e-11,5.98435670717322e-10
"AT4G20170",175.236688715964,-1.14404021660801,0.178512149866164,1.25021177261882e-11,6.06648720864061e-10
"AT4G38770",1297.87453610478,-1.46307490951669,0.235369939036555,1.30057034885099e-11,6.27588240359672e-10
"AT1G55260",98.3718492505851,-1.66437541577908,0.264411964434796,1.34439155307908e-11,6.43387386116417e-10
"AT3G49670",128.520248241955,-1.87268247678299,0.294927513049084,1.37960182590644e-11,6.56630158669131e-10
"AT5G56050",13.2467967123556,1.86760732715937,0.294759799801549,1.49446877305926e-11,7.04804651974766e-10
"AT3G44300",11.5439149214655,3.52501373631982,0.562064494692754,1.5535613479496e-11,7.23610659927327e-10
"AT5G15740",82.2229457483362,-1.21629467669613,0.189899336971167,1.54886222485381e-11,7.23610659927327e-10
"AT2G46790",349.96567478343,-1.20043956960752,0.190289504610689,1.62968311879835e-11,7.53025992824064e-10
"AT3G53920",128.421496291114,-1.14366273051585,0.178432982571266,1.66031208582517e-11,7.63130251585077e-10
"AT3G51420",144.559100791261,-1.28976394917651,0.202126734451732,1.7154648181411e-11,7.82287883037121e-10
"AT1G22180",253.67673347767,1.21599018868777,0.190737497990749,1.7590087443096e-11,7.9796698765295e-10
"AT3G54400",271.258328717198,-1.78085006008168,0.283330529626199,1.76949249898948e-11,8.00637904737578e-10
"AT1G25400",329.360292151767,1.54354707956513,0.244786685350173,1.79491210264693e-11,8.07942346979574e-10
"AT2G32990",51.2371967086258,-1.46492519013668,0.232478460190324,1.81094700584791e-11,8.13059196955427e-10
"AT1G49660",34.9389333711876,-1.53724342118816,0.242367791056129,1.98854835487989e-11,8.83686539336932e-10
"AT1G04990",91.2263054947299,1.08876861830961,0.171182219705286,2.02719189753963e-11,8.98566993769475e-10
"AT3G59780",854.419811300585,-1.11632988154167,0.176924499080508,2.10075657774608e-11,9.26460242641436e-10
"AT1G19350",240.262082875871,-1.2063389387582,0.191066458894344,2.22084321647566e-11,9.76946687651665e-10
"AT1G80610",213.05015474606,1.12573234500217,0.177714140359998,2.23955103374062e-11,9.82694685334044e-10
"AT1G26150",277.365381555883,-1.15498335815413,0.183293503160238,2.26415110419953e-11,9.90992769727534e-10
"AT3G10930",64.7223840651337,1.44608273987697,0.230259581485842,2.32856498408902e-11,1.00904482643858e-09
"AT5G41620",17.2806011804925,-1.88682359534318,0.298846600343471,2.39744955785438e-11,1.0337517647976e-09
"AT2G32290",38.7703236343505,-2.03449228130572,0.326474792821249,2.40969636065423e-11,1.03646692845918e-09
"AT5G65730",201.029861062534,-2.16329367413179,0.348571524619011,2.47930096068251e-11,1.06116517776632e-09
"AT3G13600",56.0864755927093,1.73741692617427,0.281318660497076,2.548982142523e-11,1.0883154147733e-09
"AT3G01760",13.2600430826725,1.5329044073577,0.242344900144419,2.5904097154528e-11,1.09793034654958e-09
"AT2G46820",3934.74043137346,-1.05112229150286,0.169418651161823,2.61628881488739e-11,1.10620755231403e-09
"AT1G47890",54.0267362016745,2.33094783357173,0.374949573642902,2.66234635121403e-11,1.12024331976204e-09
"AT4G04960",149.647714721737,1.29023110186155,0.205899866546279,2.65740697429710e-11,1.12024331976204e-09
"AT2G19650",94.483745910816,-1.30185307785867,0.207912028244734,2.69847107342891e-11,1.12998476199835e-09
"AT1G04250",47.7372717711183,-1.22640965513891,0.195003831725058,2.73720436446737e-11,1.14345563618757e-09
"AT5G27765",17.8562313740636,2.22707367553372,0.362949881440226,2.767091501005e-11,1.15317545328964e-09
"AT1G74590",56.0659695117905,2.63858265579024,0.430975369526305,2.83205431715064e-11,1.17253990799745e-09
"AT3G14650",238.284831491366,-1.23355158196802,0.195555588934973,2.83375029429924e-11,1.17253990799745e-09
"AT1G62560",72.793131067812,-1.85864380417281,0.296348983500202,2.87762673063602e-11,1.18787340397345e-09
"AT1G29395",421.138358146194,-1.39233357654228,0.222550780777854,2.90458911151207e-11,1.19616884923263e-09
"AT2G29110",167.224368137667,1.69075064716448,0.269618755181231,3.0883352931638e-11,1.26288264804961e-09
"AT5G43750",264.012796756517,-1.22853213949152,0.198029175462006,3.18915799138762e-11,1.29801710770964e-09
"AT5G55620",170.897797174962,-1.42830954916278,0.232236910521103,3.25350407869032e-11,1.31804746629733e-09
"AT3G24430",349.803526680306,-1.14426716307886,0.184283986353987,3.54425924008099e-11,1.43250570677983e-09
"AT4G22890",1427.36589135984,-1.12382463958842,0.181620128805706,3.59090464106683e-11,1.44668433900696e-09
"AT1G32350",73.4332104062093,2.76901237069892,0.44902576789942,3.80988037136397e-11,1.52220449699909e-09
"AT5G67385",241.760523291778,-1.1413735235614,0.181656391035206,3.95624315638626e-11,1.57706534975397e-09
"AT3G26520",2273.09711787402,-1.76287905013024,0.285231737939043,3.97463176726002e-11,1.58077820515227e-09
"AT4G33220",518.686933655134,-1.02089782941275,0.162818255371404,4.08630411657959e-11,1.62149015286598e-09
"AT5G58160",147.681735735351,-1.07215247171446,0.171491074042893,4.157553238433e-11,1.638565099853e-09
"AT5G38350",8.98495713114148,2.66315565109939,0.427540839616257,4.27145433917439e-11,1.67965540831643e-09
"AT5G44190",347.14113730447,-1.25477175853215,0.20204992556772,4.41286180064634e-11,1.71798921641062e-09
"AT5G55570",10.843717014806,-2.45439099993209,0.393803792455046,4.41413500336412e-11,1.71798921641062e-09
"AT5G17670",136.812897514164,-1.10171760516352,0.176997942101813,4.74899254723491e-11,1.81908149441579e-09
"AT3G28510",146.554822656711,3.44352448374223,0.568880639514078,4.86532566336778e-11,1.85863975999708e-09
"AT4G38970",10194.3943074898,-1.06385567473585,0.172485481512985,4.91878842871472e-11,1.87495173803524e-09
"AT5G23160",20.0231941531481,2.33174819636754,0.376278582735494,5.01701377359903e-11,1.90821790253483e-09
"AT3G48200",242.801834414222,-1.61811491265657,0.265810626725644,5.1998636271552e-11,1.96661942994347e-09
"AT1G32928",56.8163110831406,1.41314794180842,0.230269354768907,5.22191598328433e-11,1.96895619975786e-09
"AT4G35250",673.729728913162,-1.08026247870038,0.175722165450217,5.46985828261727e-11,2.05355455351709e-09
"AT2G43100",66.8939086618214,-1.72893153387292,0.281252993352604,5.71960278304826e-11,2.13810043950001e-09
"AT1G70690",89.7228193998484,1.29890479879191,0.210203229832215,6.00122470591435e-11,2.23857247060017e-09
"AT1G09930",119.653716069427,2.19908650290723,0.368077981631069,6.54273635776967e-11,2.426694313727e-09
"AT1G65230",243.169528634082,-1.22938573886574,0.201057597366245,6.54733827469396e-11,2.426694313727e-09
"AT2G21860",86.5466835624686,-1.09442181372021,0.176910356905665,6.69603780352549e-11,2.47653882245041e-09
"AT3G21190",77.9465096790657,-1.00347921422705,0.161528886488189,6.80149134165055e-11,2.50490442223156e-09
"AT2G39400",216.666051292026,1.43883101474231,0.236078619909455,6.85499102827462e-11,2.51928151292287e-09
"AT1G62750",1450.6938581985,-1.09504801862237,0.178856415593758,7.24644781125045e-11,2.63534699106436e-09
"AT3G25490",4.77585482704833,4.7069048662729,0.807280932781476,7.67991708109353e-11,2.78716990734686e-09
"AT5G57010",356.357106625697,1.81511040393755,0.298578264229448,7.93838919380419e-11,2.85716404454688e-09
"AT4G14640",9.43359272914016,1.63061533124842,0.265460663662179,8.21455657249399e-11,2.93232736665667e-09
"AT5G16810",53.6633690807567,-1.24903688144478,0.205676727294629,8.9138500942323e-11,3.13695492205104e-09
"AT2G29100",41.5824252735255,1.5809762168072,0.260371335514442,8.93356907204969e-11,3.1375559119981e-09
